transaction_entity,entity_id,amount,currency,fee (exclusive tax),tax,debit,credit,payment_method,card_type,issuer_name,entity_created_at,payment_captured_at,payment_notes,refund_notes,arn,entity_description,order_id,order_receipt,order_notes,dispute_id,dispute_created_at,dispute_reason,settlement_id,settled_at,settlement_utr,settled_by
payment,pay_pI4PmBOiz0xuzF,3057.50,INR,61.15,11.01,0.00,2985.34,upi,,,2026-06-11 21:15:15,2026-06-11 21:15:15,[],,,,order_OFd9EvjfSc78EQ,rcpt-67904,[],,,,setl_uXcZN6esCTFSCg,15/06/2026 21:15:15,CITIN26061571369350,Razorpay
payment,pay_StuXxd0IVRx8iW,411.50,INR,8.23,1.48,0.00,401.79,upi,,,11/06/2026 04:28:44,2026-06-11 04:28:44,[],,,,order_4XfUUM2Qg5eHoN,rcpt-86019,[],,,,setl_uXcZN6esCTFSCg,2026-06-15 04:28:44,CITIN26061571369350,Razorpay
payment,pay_GigXn7SP3ED5Ts,3515.00,INR,70.30,12.65,0.00,3432.05,upi,,,2026-06-11 11:41:13,11/06/2026 11:41:13,[],,,,order_7CWdKl3DWYgunH,rcpt-20205,[],,,,setl_uXcZN6esCTFSCg,2026-06-15 11:41:13,CITIN26061571369350,Razorpay
payment,pay_7bVybTTjo2DrOW,528.50,INR,10.57,1.90,0.00,516.03,upi,,,11/06/2026 18:54:42,11/06/2026 18:54:42,[],,,,order_AjDcotkvmgouN6,rcpt-29340,[],,,,setl_uXcZN6esCTFSCg,15/06/2026 18:54:42,CITIN26061571369350,Razorpay
payment,pay_A0hhHQSHzocBlb,22240.50,INR,444.81,80.07,0.00,21715.62,card,credit,,2026-06-11 01:07:11,46184.04665509259,[],,,,order_HFcxcOtPwaaV9I,rcpt-49174,[],,,,setl_uXcZN6esCTFSCg,2026-06-15 01:07:11,CITIN26061571369350,Razorpay
payment,pay_8ySBjnTDZZzTul,22244.50,INR,389.28,70.07,0.00,21785.15,netbanking,,KKBK,2026-06-11 08:20:40,11/06/2026 08:20:40,[],,,,order_lOZ6ne3qw3tXGB,rcpt-34534,[],,,,setl_uXcZN6esCTFSCg,15/06/2026 08:20:40,CITIN26061571369350,Razorpay
payment,pay_riOwGnZmM0BvIz,647.00,INR,12.94,2.33,0.00,631.73,upi,,,11/06/2026 15:33:09,2026-06-11 15:33:09,[],,,,order_1lFnHcrr1ZW5sG,rcpt-84019,[],,,,setl_uXcZN6esCTFSCg,2026-06-15 15:33:09,CITIN26061571369350,Razorpay
payment,pay_V4Yrp4gZfBq91X,2263.00,INR,45.26,8.15,0.00,2209.59,upi,,,11/06/2026 22:46:38,11/06/2026 22:46:38,[],,,,order_4AL518gZEBPE3U,rcpt-41260,[],,,,setl_uXcZN6esCTFSCg,2026-06-15 22:46:38,CITIN26061571369350,Razorpay
payment,pay_HAsuPSP3fUPiix,4464.00,INR,89.28,16.07,0.00,4358.65,upi,,,2026-06-11 05:59:07,46184.249386574076,[],,,,order_cVTaeVfjME1JBZ,rcpt-67965,[],,,,setl_uXcZN6esCTFSCg,2026-06-15 05:59:07,CITIN26061571369350,Razorpay
payment,pay_LYUhGbvxbAe8Xf,21088.50,INR,421.77,75.92,0.00,20590.81,upi,,,2026-06-11 12:12:36,11/06/2026 12:12:36,[],,,,order_HAeSpih9er1P28,rcpt-41593,[],,,,setl_uXcZN6esCTFSCg,15/06/2026 12:12:36,CITIN26061571369350,Razorpay
payment,pay_sSwptCQjWRUHcK,20270.00,INR,506.75,91.22,0.00,19672.03,card,credit,KKBK,2026-06-11 19:25:05,2026-06-11 19:25:05,[],,,,order_OR5W3y3urTDx1t,rcpt-86410,[],,,,setl_uXcZN6esCTFSCg,2026-06-15 19:25:05,CITIN26061571369350,Razorpay
payment,pay_bZyqpnPnxptxm1,996.50,INR,19.93,3.59,0.00,972.98,card,credit,AXIS,11/06/2026 02:38:34,2026-06-11 02:38:34,[],,,,order_QWqoOl97BYu2dX,rcpt-83592,[],,,,setl_uXcZN6esCTFSCg,2026-15-06 02:38:34,CITIN26061571369350,Razorpay
payment,pay_0ZBSJbUlcyCJi3,485.50,INR,9.71,1.75,0.00,474.04,upi,,,2026-06-11 09:51:03,2026-06-11 09:51:03,[],,,,order_xmpA5aYNrUHoXv,rcpt-66953,[],,,,setl_uXcZN6esCTFSCg,2026-06-15 09:51:03,CITIN26061571369350,Razorpay
payment,pay_t4IlhmXUX5858A,2464.50,INR,29.57,5.32,0.00,2429.61,card,debit,HDFC,2026-06-11 16:04:32,11/06/2026 16:04:32,[],,,,order_zsuHoB4z5kz5RI,rcpt-41753,[],,,,setl_uXcZN6esCTFSCg,2026-06-15 16:04:32,CITIN26061571369350,Razorpay
payment,pay_wezSqVz0Wl8ky1,12949.50,INR,258.99,46.62,0.00,12643.89,upi,,,2026-06-11 23:17:01,2026-06-11 23:17:01,[],,,,order_joNIXH1DKnpkQM,rcpt-27387,[],,,,setl_uXcZN6esCTFSCg,2026-06-15 23:17:01,CITIN26061571369350,Razorpay
payment,pay_4YksUzip4AqSp1,7657.00,INR,153.14,27.57,0.00,7476.29,upi,,,2026-06-11 06:30:30,11/06/2026 06:30:30,[],,,,order_DUhsASrg6ryFKC,rcpt-40555,[],,,,setl_uXcZN6esCTFSCg,15/06/2026 06:30:30,CITIN26061571369350,Razorpay
payment,pay_ZVyc5uJmFGTvfD,7240.50,INR,144.81,26.07,0.00,7069.62,upi,,,2026-06-11 13:43:59,2026-06-11 13:43:59,[],,,,order_w8zbEuNetbR31z,rcpt-16087,[],,,,setl_uXcZN6esCTFSCg,2026-06-15 13:43:59,CITIN26061571369350,Razorpay
payment,pay_kjvdeWgZMpRPpZ,504.00,INR,12.60,2.27,0.00,489.13,card,credit,ICICI,2026-11-06 20:56:28,46184.8725462963,[],,,,order_m4dsqW3Bf4ZcXc,rcpt-18162,[],,,,setl_uXcZN6esCTFSCg,2026-15-06 20:56:28,CITIN26061571369350,Razorpay
payment,pay_TW2ma1k1JExVLY,10473.00,INR,125.68,22.62,0.00,10324.70,card,debit,HDFC,11/06/2026 03:09:57,2026-06-11 03:09:57,[],,,,order_WTnJhF7xNXSVWr,rcpt-19833,[],,,,setl_uXcZN6esCTFSCg,15/06/2026 03:09:57,CITIN26061571369350,Razorpay
payment,pay_v3Lyw0RTPkZTkG,2886.50,INR,57.73,10.39,0.00,2818.38,upi,,,2026-06-11 10:22:26,11/06/2026 10:22:26,[],,,,order_AmFaqLbeNgV54L,rcpt-30791,[],,,,setl_uXcZN6esCTFSCg,15/06/2026 10:22:26,CITIN26061571369350,Razorpay
payment,pay_SRcFP5O2JPQUy6,6515.00,INR,130.30,23.45,0.00,6361.25,upi,,,11/06/2026 17:35:55,11/06/2026 17:35:55,[],,,,order_dMSSQfaPHPlajD,rcpt-30647,[],,,,setl_uXcZN6esCTFSCg,2026-06-15 17:35:55,CITIN26061571369350,Razorpay
payment,pay_BoMpE8Xh8B4CGu,692.00,INR,13.84,2.49,0.00,675.67,upi,,,2026-11-06 00:48:24,2026-06-11 00:48:24,[],,,,order_gxZFKDjvMFraGf,rcpt-93465,[],,,,setl_uXcZN6esCTFSCg,2026-06-15 00:48:24,CITIN26061571369350,Razorpay
payment,pay_FwfxxRkelLnRN5,4290.00,INR,85.80,15.44,0.00,4188.76,card,credit,AXIS,2026-06-11 07:01:53,2026-06-11 07:01:53,[],,,,order_2NQdQZfPK21fFf,rcpt-99933,[],,,,setl_uXcZN6esCTFSCg,15/06/2026 07:01:53,CITIN26061571369350,Razorpay
payment,pay_iUmKNOUYa5VXYM,12715.00,INR,254.30,45.77,0.00,12414.93,upi,,,46184.593310185184,2026-11-06 14:14:22,[],,,,order_OTlAMKmwJBaYHE,rcpt-72411,[],,,,setl_uXcZN6esCTFSCg,2026-06-15 14:14:22,CITIN26061571369350,Razorpay
payment,pay_IoiNsNh1bcH2CA,362.00,INR,7.24,1.30,0.00,353.46,upi,,,2026-06-11 21:27:51,2026-06-11 21:27:51,[],,,,order_EGqLCsBqZH1b0z,rcpt-17655,[],,,,setl_uXcZN6esCTFSCg,2026-06-15 21:27:51,CITIN26061571369350,Razorpay
payment,pay_vkdfIJQMLRevc9,1082.50,INR,21.65,3.90,0.00,1056.95,wallet,,,2026-06-11 04:40:20,2026-06-11 04:40:20,[],,,,order_PR3Sk1e2a0OYDZ,rcpt-95369,[],,,,setl_uXcZN6esCTFSCg,2026-15-06 04:40:20,CITIN26061571369350,Razorpay
payment,pay_w9hYsiM8lLX0Wl,4637.50,INR,92.75,16.70,0.00,4528.05,upi,,,2026-06-11 11:53:49,11/06/2026 11:53:49,[],,,,order_k7VomPGXb80ZAQ,rcpt-65665,[],,,,setl_uXcZN6esCTFSCg,2026-06-15 11:53:49,CITIN26061571369350,Razorpay
payment,pay_IIPNqzf15pGiJx,422.50,INR,8.45,1.52,0.00,412.53,card,credit,HDFC,2026-06-11 18:06:18,11/06/2026 18:06:18,[],,,,order_91vj3dTt17aT9A,rcpt-93060,[],,,,setl_uXcZN6esCTFSCg,15/06/2026 18:06:18,CITIN26061571369350,Razorpay
refund,rfnd_DrxFR8Nbnxyk7g,11473.00,INR,4.00,0.72,11477.72,0.00,,,,2026-06-15 01:19:47,,,"{""refund_reason"": ""quality_issue""}",231716077297,,,,,,,,setl_uXcZN6esCTFSCg,46188.05540509259,CITIN26061571369350,Razorpay
refund,rfnd_piBA9ioqd1630c,4434.00,INR,4.00,0.72,4438.72,0.00,,,,46186.35574074074,,,"{""refund_reason"": ""quality_issue""}",408074546221,,,,,,,,setl_uXcZN6esCTFSCg,46188.35574074074,CITIN26061571369350,Razorpay
refund,rfnd_GoDAD9LSrs5DuN,18531.50,INR,4.00,0.72,18536.22,0.00,,,,2026-06-14 15:45:45,,,"{""refund_reason"": ""item_out_of_stock""}",269866624660,,,,,,,,setl_uXcZN6esCTFSCg,2026-06-15 15:45:45,CITIN26061571369350,Razorpay
payment,pay_5T8nc6YsKbqvJU,2158.00,INR,43.16,7.77,0.00,2107.07,card,credit,AXIS,2026-06-12 22:58:14,2026-06-12 22:58:14,[],,,,order_51prtpjJJpzIri,rcpt-85206,[],,,,setl_KSklJTfm2dg9pe,2026-06-16 22:58:14,CITIN26061618513121,Razorpay
payment,pay_BIWTKDObMpCugU,14358.00,INR,172.30,31.01,0.00,14154.69,card,debit,KKBK,12/06/2026 05:11:43,2026-06-12 05:11:43,[],,,,order_0L3ql3EDOTwOHd,rcpt-51201,[],,,,setl_KSklJTfm2dg9pe,16/06/2026 05:11:43,CITIN26061618513121,Razorpay
payment,pay_I4Xdvmbsk0xdzv,2879.50,INR,57.59,10.37,0.00,2811.54,card,credit,,12/06/2026 12:24:12,12/06/2026 12:24:12,[],,,,order_sWrRuOmkyDBFyg,rcpt-86123,[],,,,setl_KSklJTfm2dg9pe,16/06/2026 12:24:12,CITIN26061618513121,Razorpay
payment,pay_K5eSGQCaAPkFYK,1094.50,INR,21.89,3.94,0.00,1068.67,card,credit,KKBK,2026-06-12 19:37:41,2026-06-12 19:37:41,[],,,,order_S92RKw1InxcPaC,rcpt-36784,[],,,,setl_KSklJTfm2dg9pe,16/06/2026 19:37:41,CITIN26061618513121,Razorpay
payment,pay_cFrKLY8Li0dP7l,614.50,INR,12.29,2.21,0.00,600.00,wallet,,,46185.11817129629,2026-06-12 02:50:10,[],,,,order_ZQyDLxy5LJED3s,rcpt-89416,[],,,,setl_KSklJTfm2dg9pe,2026-06-16 02:50:10,CITIN26061618513121,Razorpay
payment,pay_WeGBGptYJhzBQd,2096.00,INR,41.92,7.55,0.00,2046.53,upi,,,2026-06-12 09:03:39,2026-06-12 09:03:39,[],,,,order_5KmF6OMK7pTXOC,rcpt-23659,[],,,,setl_KSklJTfm2dg9pe,16/06/2026 09:03:39,CITIN26061618513121,Razorpay
payment,pay_zGWD8Jweh4DErs,6171.50,INR,123.43,22.22,0.00,6025.85,upi,,,2026-06-12 16:16:08,46185.67787037037,[],,,,order_72F7zsH72tzyfv,rcpt-86404,[],,,,setl_KSklJTfm2dg9pe,2026-06-16 16:16:08,CITIN26061618513121,Razorpay
payment,pay_n900q8vUPeF3JR,745.50,INR,14.91,2.68,0.00,727.91,upi,,,2026-12-06 23:29:37,2026-06-12 23:29:37,[],,,,order_JizSHEM1H61IgV,rcpt-36232,[],,,,setl_KSklJTfm2dg9pe,2026-06-16 23:29:37,CITIN26061618513121,Razorpay
payment,pay_gq7ZHu64t1kaqh,17775.00,INR,355.50,63.99,0.00,17355.51,upi,,,12/06/2026 06:42:06,2026-06-12 06:42:06,[],,,,order_fWghlwqOrIfmiP,rcpt-79104,[],,,,setl_KSklJTfm2dg9pe,16/06/2026 06:42:06,CITIN26061618513121,Razorpay
payment,pay_2qAEGkQ6jmJ47M,3070.50,INR,61.41,11.05,0.00,2998.04,card,credit,,2026-06-12 13:55:35,2026-06-12 13:55:35,[],,,,order_VoX5qt1XitJYHa,rcpt-97693,[],,,,setl_KSklJTfm2dg9pe,2026-06-16 13:55:35,CITIN26061618513121,Razorpay
payment,pay_wxA2b5fWkM6yjm,967.00,INR,19.34,3.48,0.00,944.18,card,credit,KKBK,2026-06-12 20:08:04,2026-06-12 20:08:04,[],,,,order_HDsoKi2CBXYquE,rcpt-29536,[],,,,setl_KSklJTfm2dg9pe,2026-06-16 20:08:04,CITIN26061618513121,Razorpay
payment,pay_NkBh748IBycxRU,2486.50,INR,29.84,5.37,0.00,2451.29,card,debit,HDFC,46185.139965277776,12/06/2026 03:21:33,[],,,,order_CWR5vSGqR9k9r9,rcpt-98811,[],,,,setl_KSklJTfm2dg9pe,2026-06-16 03:21:33,CITIN26061618513121,Razorpay
payment,pay_HcdM63bJBatHAV,4671.00,INR,93.42,16.82,0.00,4560.76,upi,,,12/06/2026 10:34:02,12/06/2026 10:34:02,[],,,,order_2vpD0Aoph6TM1d,rcpt-44371,[],,,,setl_KSklJTfm2dg9pe,2026-06-16 10:34:02,CITIN26061618513121,Razorpay
payment,pay_C3sCUJFPBfZUfb,337.50,INR,6.75,1.22,0.00,329.53,card,credit,ICICI,46185.74133101852,12/06/2026 17:47:31,[],,,,order_bHCmfLGT34YNpK,rcpt-30738,[],,,,setl_KSklJTfm2dg9pe,2026-06-16 17:47:31,CITIN26061618513121,Razorpay
payment,pay_JLWlz24awmZ4qv,6270.00,INR,125.40,22.57,0.00,6122.03,upi,,,2026-06-12 00:00:00,12/06/2026 00:00:00,[],,,,order_KxGFwwkZxrNcMZ,rcpt-49414,[],,,,setl_KSklJTfm2dg9pe,16/06/2026 00:00:00,CITIN26061618513121,Razorpay
payment,pay_Ud3ScPHVmREWDi,300.50,INR,5.26,0.95,0.00,294.29,netbanking,,KKBK,2026-06-12 07:13:29,46185.301030092596,[],,,,order_YCMoTJIksn0cfj,rcpt-70237,[],,,,setl_KSklJTfm2dg9pe,16/06/2026 07:13:29,CITIN26061618513121,Razorpay
payment,pay_yL5W5x5b0Dy3GU,979.00,INR,17.13,3.08,0.00,958.79,netbanking,,,12/06/2026 14:26:58,12/06/2026 14:26:58,[],,,,order_ROERXnFiefOXAA,rcpt-41932,[],,,,setl_KSklJTfm2dg9pe,16/06/2026 14:26:58,CITIN26061618513121,Razorpay
payment,pay_vtDNqZKdAccaMn,1579.50,INR,27.64,4.98,0.00,1546.88,netbanking,,AXIS,2026-12-06 21:39:27,12/06/2026 21:39:27,[],,,,order_Is8yZFo8LKSnsN,rcpt-69010,[],,,,setl_KSklJTfm2dg9pe,2026-06-16 21:39:27,CITIN26061618513121,Razorpay
payment,pay_iVzlU26upMRp8d,15725.00,INR,314.50,56.61,0.00,15353.89,upi,,,2026-12-06 04:52:56,2026-06-12 04:52:56,[],,,,order_nZgN7qE8Ses6Ve,rcpt-61245,[],,,,setl_KSklJTfm2dg9pe,2026-06-16 04:52:56,CITIN26061618513121,Razorpay
payment,pay_B1L27bdN9Jc2N2,18531.50,INR,370.63,66.71,0.00,18094.16,wallet,,,2026-06-12 11:05:25,12/06/2026 11:05:25,[],,,,order_hHS5Jv9v1G35c4,rcpt-39997,[],,,,setl_KSklJTfm2dg9pe,2026-06-16 11:05:25,CITIN26061618513121,Razorpay
payment,pay_TmraSNu1sBPilc,567.50,INR,11.35,2.04,0.00,554.11,card,credit,HDFC,12/06/2026 18:18:54,2026-06-12 18:18:54,[],,,,order_MlyEnPs9MePc8D,rcpt-78612,[],,,,setl_KSklJTfm2dg9pe,2026-06-16 18:18:54,CITIN26061618513121,Razorpay
payment,pay_C51pBhNR7r6VCh,15822.00,INR,189.86,34.17,0.00,15597.97,card,debit,,12/06/2026 01:31:23,2026-06-12 01:31:23,[],,,,order_9148onIB6Opv0B,rcpt-18686,[],,,,setl_KSklJTfm2dg9pe,16/06/2026 01:31:23,CITIN26061618513121,Razorpay
payment,pay_38GpOffHM9oegZ,16475.50,INR,329.51,59.31,0.00,16086.68,upi,,,2026-06-12 08:44:52,2026-06-12 08:44:52,[],,,,order_Z0pEh37oJydg2w,rcpt-55372,[],,,,setl_KSklJTfm2dg9pe,16/06/2026 08:44:52,CITIN26061618513121,Razorpay
payment,pay_ujJ6k99yRTDun7,7029.50,INR,140.59,25.31,0.00,6863.60,upi,,,2026-06-12 15:57:21,2026-12-06 15:57:21,[],,,,order_3v0S3JkwHSMiEl,rcpt-13888,[],,,,setl_KSklJTfm2dg9pe,2026-06-16 15:57:21,CITIN26061618513121,Razorpay
payment,pay_JD9vf9QjXXLAiN,400.00,INR,8.00,1.44,0.00,390.56,upi,,,2026-06-12 22:10:50,2026-06-12 22:10:50,[],,,,order_Gv2IAWR7yY4TbL,rcpt-59702,[],,,,setl_KSklJTfm2dg9pe,2026-06-16 22:10:50,CITIN26061618513121,Razorpay
payment,pay_41CqNLYNC1XVxT,448.00,INR,7.84,1.41,0.00,438.75,netbanking,,HDFC,2026-06-12 05:23:19,2026-06-12 05:23:19,[],,,,order_R48Rzyws3yh8eV,rcpt-48372,[],,,,setl_KSklJTfm2dg9pe,2026-06-16 05:23:19,CITIN26061618513121,Razorpay
payment,pay_j5ZUFfYDc6xW8k,4059.50,INR,81.19,14.61,0.00,3963.70,upi,,,2026-06-12 12:36:48,2026-06-12 12:36:48,[],,,,order_GpNQb9WdymcpRP,rcpt-63058,[],,,,setl_KSklJTfm2dg9pe,16/06/2026 12:36:48,CITIN26061618513121,Razorpay
payment,pay_UE9AI1dsGLrSjb,15987.00,INR,319.74,57.55,0.00,15609.71,card,credit,AXIS,12/06/2026 19:49:17,2026-06-12 19:49:17,[],,,,order_0FB2gbGeemZVLM,rcpt-72893,[],,,,setl_KSklJTfm2dg9pe,46189.825891203705,CITIN26061618513121,Razorpay
payment,pay_YjdfAAgivBIWX8,9241.50,INR,184.83,33.27,0.00,9023.40,upi,,,12/06/2026 02:02:46,2026-06-12 02:02:46,[],,,,order_jYdREWRB3TNtxA,rcpt-60044,[],,,,setl_KSklJTfm2dg9pe,2026-06-16 02:02:46,CITIN26061618513121,Razorpay
payment,pay_iW3QslarBMOkUg,4756.00,INR,95.12,17.12,0.00,4643.76,upi,,,2026-06-12 09:15:15,12/06/2026 09:15:15,[],,,,order_CwqPbYttGETnB8,rcpt-87391,[],,,,setl_KSklJTfm2dg9pe,46189.38559027778,CITIN26061618513121,Razorpay
payment,pay_7FvGHi03O8SWpD,4811.50,INR,96.23,17.32,0.00,4697.95,upi,,,12/06/2026 16:28:44,2026-12-06 16:28:44,[],,,,order_a29bkk9NUeBr88,rcpt-29080,[],,,,setl_KSklJTfm2dg9pe,2026-06-16 16:28:44,CITIN26061618513121,Razorpay
payment,pay_8WO8DaMnXBSEZc,3056.00,INR,61.12,11.00,0.00,2983.88,card,credit,ICICI,2026-06-12 23:41:13,2026-06-12 23:41:13,[],,,,order_9wXzoyDVkuXHu9,rcpt-64845,[],,,,setl_KSklJTfm2dg9pe,16/06/2026 23:41:13,CITIN26061618513121,Razorpay
payment,pay_nHqlAdpQTuZuW3,523.50,INR,10.47,1.88,0.00,511.15,upi,,,2026-06-12 06:54:42,2026-06-12 06:54:42,[],,,,order_u2WHMYMbSKgAmr,rcpt-91532,[],,,,setl_KSklJTfm2dg9pe,2026-06-16 06:54:42,CITIN26061618513121,Razorpay
payment,pay_lmY8vWxfJu1HS0,1438.50,INR,28.77,5.18,0.00,1404.55,upi,,,2026-06-12 13:07:11,2026-06-12 13:07:11,[],,,,order_5u5RnqVvKAFPrG,rcpt-90028,[],,,,setl_KSklJTfm2dg9pe,2026-06-16 13:07:11,CITIN26061618513121,Razorpay
payment,pay_ay5xN2aKvmr1Lo,6171.50,INR,123.43,22.22,0.00,6025.85,upi,,,46185.84768518519,2026-12-06 20:20:40,[],,,,order_72F7zsH72tzyfv,rcpt-86404,[],,,,setl_KSklJTfm2dg9pe,2026-06-16 20:20:40,CITIN26061618513121,Razorpay
refund,rfnd_WQGtvT4qX5wyiV,1082.50,INR,4.00,0.72,1087.22,0.00,,,,2026-06-16 03:33:09,,,"{""refund_reason"": ""duplicate_order""}",684024618167,,,,,,,,setl_KSklJTfm2dg9pe,46189.14802083333,CITIN26061618513121,Razorpay
refund,rfnd_ZfvQMGiFoHU0ve,438.00,INR,4.00,0.72,442.72,0.00,,,,2026-16-06 10:46:38,,,"{""refund_reason"": ""item_out_of_stock""}",629578334194,,,,,,,,setl_KSklJTfm2dg9pe,16/06/2026 10:46:38,CITIN26061618513121,Razorpay
refund,rfnd_xp3FjV3a8ifnal,6171.50,INR,4.00,0.72,6176.22,0.00,,,,2026-06-16 17:59:07,,,"{""refund_reason"": ""duplicate_order""}",462854384934,,,,,,,,setl_KSklJTfm2dg9pe,16/06/2026 17:59:07,CITIN26061618513121,Razorpay
payment,pay_Y9hZ9F8NxItdXl,952.50,INR,19.05,3.43,0.00,930.02,card,credit,SBIN,2026-06-13 00:12:36,46186.00875,[],,,,order_yg36VMVjO8NL5Z,rcpt-19572,[],,,,setl_oQwyQ0L0q0qDds,2026-06-15 00:12:36,CITIN26061571111109,Razorpay
payment,pay_PyLtqKhuG78dlC,19874.00,INR,397.48,71.55,0.00,19404.97,card,credit,AXIS,2026-06-13 07:25:05,2026-06-13 07:25:05,[],,,,order_4WBdgsJuGCVs8o,rcpt-82180,[],,,,setl_oQwyQ0L0q0qDds,2026-06-15 07:25:05,CITIN26061571111109,Razorpay
payment,pay_uEBsEWYygwsyim,835.00,INR,14.61,2.63,0.00,817.76,netbanking,,HDFC,2026-06-13 14:38:34,2026-06-13 14:38:34,[],,,,order_4wqqiZEBDVXorY,rcpt-16825,[],,,,setl_oQwyQ0L0q0qDds,2026-06-15 14:38:34,CITIN26061571111109,Razorpay
payment,pay_9CU86yECQTfqWZ,6595.00,INR,131.90,23.74,0.00,6439.36,wallet,,,2026-06-13 21:51:03,2026-06-13 21:51:03,[],,,,order_7HPyyo94HRbgMp,rcpt-43126,[],,,,setl_oQwyQ0L0q0qDds,15/06/2026 21:51:03,CITIN26061571111109,Razorpay
payment,pay_LTkyvxDu0TaBsn,4625.00,INR,92.50,16.65,0.00,4515.85,card,credit,AXIS,13/06/2026 04:04:32,13/06/2026 04:04:32,[],,,,order_v7fW91GjVvRgdF,rcpt-13394,[],,,,setl_oQwyQ0L0q0qDds,15/06/2026 04:04:32,CITIN26061571111109,Razorpay
payment,pay_dLTslULDUG2zqo,7892.50,INR,157.85,28.41,0.00,7706.24,upi,,,2026-06-13 11:17:01,2026-06-13 11:17:01,[],,,,order_TcHYoWbNGh3x6M,rcpt-57052,[],,,,setl_oQwyQ0L0q0qDds,2026-15-06 11:17:01,CITIN26061571111109,Razorpay
payment,pay_M9XRBazor4nG6e,17518.50,INR,210.22,37.84,0.00,17270.44,card,debit,HDFC,46186.77118055556,13/06/2026 18:30:30,[],,,,order_iSPFFZrE5BpS9L,rcpt-83240,[],,,,setl_oQwyQ0L0q0qDds,2026-15-06 18:30:30,CITIN26061571111109,Razorpay
payment,pay_mBM7bZsUAgPgTU,1459.50,INR,29.19,5.25,0.00,1425.06,upi,,,2026-06-13 01:43:59,13/06/2026 01:43:59,[],,,,order_n8bo4jD67N4d2f,rcpt-25609,[],,,,setl_oQwyQ0L0q0qDds,15/06/2026 01:43:59,CITIN26061571111109,Razorpay
payment,pay_Cw6AdJB23bIWtl,2246.00,INR,44.92,8.09,0.00,2192.99,upi,,,2026-06-13 08:56:28,46186.3725462963,[],,,,order_ABBer7AcYWaWvY,rcpt-47243,[],,,,setl_oQwyQ0L0q0qDds,15/06/2026 08:56:28,CITIN26061571111109,Razorpay
payment,pay_dyTxGpBjaAyO7s,882.50,INR,17.65,3.18,0.00,861.67,card,credit,KKBK,2026-06-13 15:09:57,2026-06-13 15:09:57,[],,,,order_QexvS0T2jDDWg2,rcpt-14244,[],,,,setl_oQwyQ0L0q0qDds,2026-15-06 15:09:57,CITIN26061571111109,Razorpay
payment,pay_ebmBUxsSi5pAT8,10999.00,INR,219.98,39.60,0.00,10739.42,upi,,,2026-13-06 22:22:26,13/06/2026 22:22:26,[],,,,order_EHkKjkQvWge0ZE,rcpt-90245,[],,,,setl_oQwyQ0L0q0qDds,2026-06-15 22:22:26,CITIN26061571111109,Razorpay
payment,pay_vh3Ao7V16WsXoF,1013.50,INR,20.27,3.65,0.00,989.58,upi,,,2026-06-13 05:35:55,2026-06-13 05:35:55,[],,,,order_wDDxqD63Aq3CM9,rcpt-11193,[],,,,setl_oQwyQ0L0q0qDds,15/06/2026 05:35:55,CITIN26061571111109,Razorpay
payment,pay_v8A51NXi4yQOr9,569.00,INR,11.38,2.05,0.00,555.57,upi,,,46186.53361111111,13/06/2026 12:48:24,[],,,,order_aPOPWv1VZaW12f,rcpt-90621,[],,,,setl_oQwyQ0L0q0qDds,15/06/2026 12:48:24,CITIN26061571111109,Razorpay
payment,pay_9Zj6rnPkPYV2sr,312.00,INR,6.24,1.12,0.00,304.64,upi,,,46186.792974537035,13/06/2026 19:01:53,[],,,,order_iWpL7RqTKqZTrc,rcpt-11759,[],,,,setl_oQwyQ0L0q0qDds,2026-06-15 19:01:53,CITIN26061571111109,Razorpay
payment,pay_H1oxDOFg076NCw,16938.00,INR,338.76,60.98,0.00,16538.26,upi,,,2026-06-13 02:14:22,2026-06-13 02:14:22,[],,,,order_3RrdrUuVD8WlVh,rcpt-66748,[],,,,setl_oQwyQ0L0q0qDds,15/06/2026 02:14:22,CITIN26061571111109,Razorpay
payment,pay_GBe3bO7f0LVgYl,2860.50,INR,57.21,10.30,0.00,2792.99,upi,,,2026-06-13 09:27:51,2026-13-06 09:27:51,[],,,,order_zZXyd2Y42p6XpI,rcpt-32173,[],,,,setl_oQwyQ0L0q0qDds,2026-06-15 09:27:51,CITIN26061571111109,Razorpay
payment,pay_x2HD2jBqYygMQA,622.00,INR,12.44,2.24,0.00,607.32,upi,,,46186.69467592592,2026-06-13 16:40:20,[],,,,order_DpRBZjfQ2FpBPg,rcpt-86389,[],,,,setl_oQwyQ0L0q0qDds,15/06/2026 16:40:20,CITIN26061571111109,Razorpay
payment,pay_TNE5irjgQUP71S,2666.50,INR,53.33,9.60,0.00,2603.57,upi,,,46186.99570601852,2026-06-13 23:53:49,[],,,,order_oa5DcvTwhXxjx4,rcpt-88577,[],,,,setl_oQwyQ0L0q0qDds,15/06/2026 23:53:49,CITIN26061571111109,Razorpay
payment,pay_sfGAJEJy14n00l,620.50,INR,10.86,1.95,0.00,607.69,netbanking,,,46186.254375,2026-06-13 06:06:18,[],,,,order_Xbjeshic47wgWs,rcpt-39435,[],,,,setl_oQwyQ0L0q0qDds,2026-06-15 06:06:18,CITIN26061571111109,Razorpay
